"Time","Content.Espresso","Content.Tea","Content.Milk","Trait.Cold","Trait.HighInSugar","Trait.HighInCaffeine","Control.Exams","Control.LowerSales","Temperature","DewPoint","Humidity","WindSpeed","Pressure","Clear","Fog","Rain","Snow"
"2016-09-01 10",6,3,6,0,1,0,FALSE,FALSE,20.5,12.6,60,16,100.94,TRUE,FALSE,FALSE,FALSE
"2016-09-01 11",5,1,5,0,0,0,FALSE,FALSE,20.4,12.2,59,24,100.94,TRUE,FALSE,FALSE,FALSE
"2016-09-01 12",2,1,3,1,0,1,FALSE,FALSE,21.5,12.2,55,16,100.92,TRUE,FALSE,FALSE,FALSE
"2016-09-01 13",6,0,3,0,0,1,FALSE,FALSE,21,14,64,29,100.92,FALSE,FALSE,FALSE,FALSE
"2016-09-01 14",9,0,5,1,0,4,FALSE,FALSE,21.1,13.2,60,27,100.93,FALSE,FALSE,FALSE,FALSE
"2016-09-01 15",3,0,2,0,1,1,FALSE,FALSE,21.9,13.1,57,7,100.91,FALSE,FALSE,FALSE,FALSE
"2016-09-01 17",0,3,0,1,1,0,FALSE,FALSE,21.2,13.2,60,14,100.93,TRUE,FALSE,FALSE,FALSE
"2016-09-01 18",1,1,1,0,0,1,FALSE,FALSE,21.5,13.3,59,12,100.97,TRUE,FALSE,FALSE,FALSE
"2016-09-01 19",1,2,1,1,1,1,FALSE,FALSE,20.7,14.5,67,25,101.03,FALSE,FALSE,TRUE,FALSE
"2016-09-01 7",4,0,3,0,0,0,FALSE,FALSE,16.7,11.9,73,20,100.89,TRUE,FALSE,FALSE,FALSE
"2016-09-01 8",7,0,6,0,0,3,FALSE,FALSE,18,12.5,70,19,100.9,TRUE,FALSE,FALSE,FALSE
"2016-09-01 9",18,1,11,0,0,1,FALSE,FALSE,19.2,12.1,63,21,100.91,TRUE,FALSE,FALSE,FALSE
"2016-09-02 10",12,3,8,0,3,6,FALSE,FALSE,18.3,9.5,56,18,101.77,TRUE,FALSE,FALSE,FALSE
"2016-09-02 11",9,1,7,2,0,2,FALSE,FALSE,19.2,9.5,53,11,101.76,TRUE,FALSE,FALSE,FALSE
"2016-09-02 12",3,1,4,1,0,2,FALSE,FALSE,20.1,10.9,55,9,101.74,TRUE,FALSE,FALSE,FALSE
"2016-09-02 13",8,1,5,2,1,1,FALSE,FALSE,19.9,10.4,54,12,101.72,FALSE,FALSE,FALSE,FALSE
"2016-09-02 14",9,1,7,0,1,2,FALSE,FALSE,20.1,10.9,55,9,101.71,FALSE,FALSE,FALSE,FALSE
"2016-09-02 15",0,2,1,0,1,3,FALSE,FALSE,20.8,10.4,51,11,101.71,FALSE,FALSE,FALSE,FALSE
"2016-09-02 16",1,3,2,0,1,1,FALSE,FALSE,20.9,11.1,53,14,101.71,FALSE,FALSE,FALSE,FALSE
"2016-09-02 7",2,0,2,1,0,1,FALSE,FALSE,15.1,9.1,67,10,101.68,TRUE,FALSE,FALSE,FALSE
"2016-09-02 8",6,1,5,0,0,1,FALSE,FALSE,16.2,9.5,64,15,101.73,TRUE,FALSE,FALSE,FALSE
"2016-09-02 9",13,1,14,0,1,0,FALSE,FALSE,17.1,9.4,60,16,101.73,TRUE,FALSE,FALSE,FALSE
"2016-09-03 10",20,1,12,1,0,3,FALSE,FALSE,19,10.4,57,1,102.08,TRUE,FALSE,FALSE,FALSE
"2016-09-03 11",10,4,6,3,0,5,FALSE,FALSE,19.7,11.3,58,6,102.05,TRUE,FALSE,FALSE,FALSE
"2016-09-03 12",18,1,16,0,1,2,FALSE,FALSE,20.4,10.6,53,8,102.04,TRUE,FALSE,FALSE,FALSE
"2016-09-03 13",10,2,9,3,0,0,FALSE,FALSE,21.2,11.1,52,14,102.02,TRUE,FALSE,FALSE,FALSE
"2016-09-03 14",3,2,2,0,0,0,FALSE,FALSE,21.5,12.2,55,3,101.97,TRUE,FALSE,FALSE,FALSE
"2016-09-03 15",6,2,4,2,2,0,FALSE,FALSE,21.8,11.9,53,10,101.92,TRUE,FALSE,FALSE,FALSE
"2016-09-03 16",5,1,2,0,1,2,FALSE,FALSE,21.9,12.6,55,11,101.88,TRUE,FALSE,FALSE,FALSE
"2016-09-03 17",3,3,6,0,1,1,FALSE,FALSE,21.5,11.9,54,13,101.87,TRUE,FALSE,FALSE,FALSE
"2016-09-03 18",1,0,0,0,0,1,FALSE,FALSE,20.7,11.7,56,11,101.85,TRUE,FALSE,FALSE,FALSE
"2016-09-03 20",3,0,3,0,0,0,FALSE,FALSE,18.1,11.5,65,2,101.91,TRUE,FALSE,FALSE,FALSE
"2016-09-03 9",4,0,3,0,0,1,FALSE,FALSE,17.7,10.7,63,4,102.08,TRUE,FALSE,FALSE,FALSE
"2016-09-04 10",18,1,15,1,0,5,FALSE,FALSE,21.6,13.4,59,1,102.18,TRUE,FALSE,FALSE,FALSE
"2016-09-04 11",17,2,17,2,0,5,FALSE,FALSE,22.4,13.3,56,8,102.15,TRUE,FALSE,FALSE,FALSE
"2016-09-04 12",11,0,8,0,0,5,FALSE,FALSE,23.1,11.3,47,3,102.12,TRUE,FALSE,FALSE,FALSE
"2016-09-04 13",9,1,6,2,0,4,FALSE,FALSE,23.8,11,44,2,102.09,FALSE,FALSE,FALSE,FALSE
"2016-09-04 14",16,1,12,3,1,2,FALSE,FALSE,24.6,12.7,47,12,102.03,FALSE,FALSE,FALSE,FALSE
"2016-09-04 15",11,0,9,5,0,0,FALSE,FALSE,24.2,10.7,42,11,102,FALSE,FALSE,FALSE,FALSE
"2016-09-04 16",5,1,2,1,0,2,FALSE,FALSE,24.5,7.8,34,9,101.97,TRUE,FALSE,FALSE,FALSE
"2016-09-04 17",1,1,0,0,0,1,FALSE,FALSE,24.3,10.8,42,4,101.93,TRUE,FALSE,FALSE,FALSE
"2016-09-04 18",5,0,4,0,0,0,FALSE,FALSE,22.6,11.8,50,9,101.93,TRUE,FALSE,FALSE,FALSE
"2016-09-04 19",2,0,2,0,0,0,FALSE,FALSE,22.5,13.4,56,8,101.94,TRUE,FALSE,FALSE,FALSE
"2016-09-04 20",2,1,2,1,1,0,FALSE,FALSE,22,13,56,2,101.96,TRUE,FALSE,FALSE,FALSE
"2016-09-04 8",2,0,2,0,0,0,FALSE,FALSE,18.1,13.9,76,2,102.18,TRUE,FALSE,FALSE,FALSE
"2016-09-04 9",9,4,7,0,0,2,FALSE,FALSE,20,13.6,66,3,102.18,TRUE,FALSE,FALSE,FALSE
"2016-09-05 10",10,1,9,2,1,3,FALSE,FALSE,22.8,15.8,64,9,102.01,TRUE,FALSE,FALSE,FALSE
"2016-09-05 11",9,2,9,6,1,5,FALSE,FALSE,24.1,17.2,65,7,101.96,TRUE,FALSE,FALSE,FALSE
"2016-09-05 12",13,3,9,4,1,3,FALSE,FALSE,25.1,14.7,52,9,101.87,TRUE,FALSE,FALSE,FALSE
"2016-09-05 13",10,3,7,4,0,1,FALSE,FALSE,25.8,15.4,52,9,101.79,TRUE,FALSE,FALSE,FALSE
"2016-09-05 14",10,3,8,5,3,1,FALSE,FALSE,26.1,15.4,51,7,101.73,TRUE,FALSE,FALSE,FALSE
"2016-09-05 15",7,0,6,6,1,0,FALSE,FALSE,26.4,14.4,47,10,101.65,TRUE,FALSE,FALSE,FALSE
"2016-09-05 16",4,3,4,2,0,0,FALSE,FALSE,26.2,15.5,51,13,101.6,TRUE,FALSE,FALSE,FALSE
"2016-09-05 17",2,0,2,0,0,0,FALSE,FALSE,26,12.7,43,7,101.59,TRUE,FALSE,FALSE,FALSE
"2016-09-05 18",2,0,1,1,0,3,FALSE,FALSE,25.4,15,52,7,101.53,TRUE,FALSE,FALSE,FALSE
"2016-09-05 19",1,1,2,0,1,2,FALSE,FALSE,24.1,15.7,59,9,101.56,TRUE,FALSE,FALSE,FALSE
"2016-09-05 20",2,0,1,0,0,0,FALSE,FALSE,22.1,15.3,65,4,101.6,TRUE,FALSE,FALSE,FALSE
"2016-09-05 21",3,0,3,3,0,0,FALSE,FALSE,22.3,15.8,66,3,101.56,TRUE,FALSE,FALSE,FALSE
"2016-09-05 8",1,0,1,0,0,0,FALSE,FALSE,19.4,14.5,73,4,102.06,TRUE,FALSE,FALSE,FALSE
"2016-09-05 9",8,1,4,4,1,4,FALSE,FALSE,21.2,15.6,70,3,102.04,TRUE,FALSE,FALSE,FALSE
"2016-09-06 10",11,1,7,0,1,2,FALSE,FALSE,24.2,16.8,63,6,101.53,TRUE,FALSE,FALSE,FALSE
"2016-09-06 11",8,2,6,1,0,2,FALSE,FALSE,24.8,16.1,58,8,101.49,TRUE,FALSE,FALSE,FALSE
"2016-09-06 12",13,2,11,2,1,4,FALSE,FALSE,26,17,57,8,101.52,TRUE,FALSE,FALSE,FALSE
"2016-09-06 13",5,3,5,1,2,1,FALSE,FALSE,27,14.9,47,10,101.49,TRUE,FALSE,FALSE,FALSE
"2016-09-06 14",2,2,4,1,1,1,FALSE,FALSE,27.7,14.6,44,10,101.4,TRUE,FALSE,FALSE,FALSE
"2016-09-06 15",5,2,4,5,0,2,FALSE,FALSE,27.5,14.7,45,10,101.37,TRUE,FALSE,FALSE,FALSE
"2016-09-06 16",3,1,0,2,0,0,FALSE,FALSE,27.2,14.5,45,12,101.35,TRUE,FALSE,FALSE,FALSE
"2016-09-06 17",3,2,2,1,0,0,FALSE,FALSE,26.5,16.3,53,9,101.31,TRUE,FALSE,FALSE,FALSE
"2016-09-06 18",2,0,1,0,1,0,FALSE,FALSE,24.8,15,54,7,101.3,TRUE,FALSE,FALSE,FALSE
"2016-09-06 19",4,3,3,2,2,1,FALSE,FALSE,24.4,16,59,7,101.33,TRUE,FALSE,FALSE,FALSE
"2016-09-06 7",1,0,1,0,0,0,FALSE,FALSE,18.5,16.2,86,5,101.59,TRUE,FALSE,FALSE,FALSE
"2016-09-06 8",5,0,3,0,0,1,FALSE,FALSE,19.8,17.4,86,4,101.6,TRUE,FALSE,FALSE,FALSE
"2016-09-06 9",13,3,12,0,1,1,FALSE,FALSE,21.9,17.8,77,3,101.56,TRUE,FALSE,FALSE,FALSE
"2016-09-07 10",6,1,5,1,0,0,FALSE,FALSE,25.4,18.5,65,7,101.25,FALSE,FALSE,FALSE,FALSE
"2016-09-07 11",10,0,7,1,0,2,FALSE,FALSE,26.2,18.7,63,9,101.2,FALSE,FALSE,FALSE,FALSE
"2016-09-07 12",8,1,6,2,0,2,FALSE,FALSE,27.5,18.4,57,13,101.18,FALSE,FALSE,FALSE,FALSE
"2016-09-07 13",6,3,6,4,1,1,FALSE,FALSE,28.3,19.2,57,16,101.12,TRUE,FALSE,FALSE,FALSE
"2016-09-07 14",2,3,1,2,1,1,FALSE,FALSE,28.5,19.9,59,2,100.99,TRUE,FALSE,FALSE,FALSE
"2016-09-07 15",7,3,5,4,1,2,FALSE,FALSE,29.3,19.5,55,10,100.98,TRUE,FALSE,FALSE,FALSE
"2016-09-07 16",7,0,4,2,0,0,FALSE,FALSE,28.5,18.8,55,13,100.93,FALSE,FALSE,FALSE,FALSE
"2016-09-07 17",2,1,2,0,0,0,FALSE,FALSE,28,18.3,55,14,100.9,FALSE,FALSE,FALSE,FALSE
"2016-09-07 18",1,1,3,0,1,0,FALSE,FALSE,27.8,17.5,53,10,100.9,FALSE,FALSE,FALSE,FALSE
"2016-09-07 19",0,1,1,0,1,0,FALSE,FALSE,27.6,17.4,53,7,100.91,FALSE,FALSE,FALSE,FALSE
"2016-09-07 20",2,0,0,0,0,0,FALSE,FALSE,25.8,18.4,63,18,100.93,FALSE,FALSE,TRUE,FALSE
"2016-09-07 7",4,0,4,0,0,0,FALSE,FALSE,19.4,16.3,82,13,101.29,TRUE,FALSE,FALSE,FALSE
"2016-09-07 8",6,1,7,0,0,0,FALSE,FALSE,21.5,16.8,74,8,101.3,TRUE,FALSE,FALSE,FALSE
"2016-09-07 9",9,0,9,3,0,2,FALSE,FALSE,23.3,18.1,72,8,101.27,TRUE,FALSE,FALSE,FALSE
"2016-09-08 10",4,1,3,0,0,0,FALSE,FALSE,24,20.6,81,12,100.49,FALSE,FALSE,FALSE,FALSE
"2016-09-08 11",12,2,9,0,2,3,FALSE,FALSE,25.2,21.2,78,8,100.44,FALSE,FALSE,FALSE,FALSE
"2016-09-08 12",9,3,8,5,2,3,FALSE,FALSE,24.8,21,79,10,100.36,FALSE,FALSE,FALSE,FALSE
"2016-09-08 13",5,1,5,1,0,3,FALSE,FALSE,25.3,21.3,78,9,100.27,FALSE,FALSE,FALSE,FALSE
"2016-09-08 14",5,0,2,0,0,0,FALSE,FALSE,24.4,21.8,85,10,100.17,FALSE,FALSE,TRUE,FALSE
"2016-09-08 15",2,2,4,0,0,1,FALSE,FALSE,23.8,21.9,89,9,100.05,FALSE,FALSE,TRUE,FALSE
"2016-09-08 16",1,0,1,0,0,3,FALSE,FALSE,24.4,22.1,87,4,100.01,FALSE,TRUE,TRUE,FALSE
"2016-09-08 17",2,3,1,0,0,0,FALSE,FALSE,24.6,22.5,88,8,99.97,FALSE,FALSE,TRUE,FALSE
"2016-09-08 18",3,0,3,0,0,0,FALSE,FALSE,24.6,23.8,95,13,100,FALSE,FALSE,TRUE,FALSE
"2016-09-08 19",4,1,4,0,0,1,FALSE,FALSE,24.5,23.3,93,9,100.04,FALSE,FALSE,FALSE,FALSE
"2016-09-08 20",1,4,1,0,1,0,FALSE,FALSE,24.1,23.3,95,11,100.05,FALSE,FALSE,FALSE,FALSE
"2016-09-08 7",2,0,0,0,0,1,FALSE,FALSE,21.7,20.7,94,13,100.62,FALSE,FALSE,FALSE,FALSE
"2016-09-08 8",5,0,4,0,0,1,FALSE,FALSE,22.3,20.3,88,11,100.56,FALSE,FALSE,FALSE,FALSE
"2016-09-08 9",4,0,3,0,0,2,FALSE,FALSE,22.5,20.1,86,13,100.53,FALSE,FALSE,FALSE,FALSE
"2016-09-09 10",6,0,5,0,0,4,FALSE,FALSE,24.1,17.2,65,23,100.69,TRUE,FALSE,FALSE,FALSE
"2016-09-09 11",4,1,3,0,0,0,FALSE,FALSE,24.9,17.3,62,27,100.7,TRUE,FALSE,FALSE,FALSE
"2016-09-09 12",4,1,5,3,0,3,FALSE,FALSE,25.7,16.2,55,27,100.71,TRUE,FALSE,FALSE,FALSE
"2016-09-09 13",8,2,6,1,1,2,FALSE,FALSE,26,17.3,58,16,100.7,TRUE,FALSE,FALSE,FALSE
"2016-09-09 14",5,3,3,2,0,4,FALSE,FALSE,26.7,16.5,53,23,100.72,TRUE,FALSE,FALSE,FALSE
"2016-09-09 15",7,2,6,2,1,0,FALSE,FALSE,26.9,16.7,53,15,100.74,TRUE,FALSE,FALSE,FALSE
"2016-09-09 16",4,0,5,0,0,0,FALSE,FALSE,26.8,15.7,50,18,100.77,TRUE,FALSE,FALSE,FALSE
"2016-09-09 17",4,1,3,3,0,3,FALSE,FALSE,26.1,15.4,51,19,100.81,TRUE,FALSE,FALSE,FALSE
"2016-09-09 18",3,0,3,1,0,1,FALSE,FALSE,24.7,15.8,57,14,100.86,TRUE,FALSE,FALSE,FALSE
"2016-09-09 19",1,1,1,0,1,0,FALSE,FALSE,23.5,15.2,59,8,100.95,TRUE,FALSE,FALSE,FALSE
"2016-09-09 7",8,0,5,0,0,0,FALSE,FALSE,21.6,18.5,82,22,100.56,TRUE,FALSE,FALSE,FALSE
"2016-09-09 8",6,1,6,0,0,0,FALSE,FALSE,22.1,18.7,81,21,100.64,TRUE,FALSE,FALSE,FALSE
"2016-09-09 9",8,0,7,1,0,1,FALSE,FALSE,23.3,17.6,70,22,100.66,TRUE,FALSE,FALSE,FALSE
"2016-09-10 10",13,1,9,0,0,1,FALSE,FALSE,24.7,17.1,62,14,101,FALSE,FALSE,FALSE,FALSE
"2016-09-10 11",8,3,9,1,1,3,FALSE,FALSE,25.7,18.3,63,18,100.92,FALSE,FALSE,FALSE,FALSE
"2016-09-10 12",14,0,9,3,0,3,FALSE,FALSE,27.3,18.8,59,27,100.82,FALSE,FALSE,FALSE,FALSE
"2016-09-10 13",9,2,6,3,0,1,FALSE,FALSE,26.7,17.9,58,24,100.76,FALSE,FALSE,FALSE,FALSE
"2016-09-10 14",9,5,10,2,1,0,FALSE,FALSE,26.3,18.1,60,27,100.64,FALSE,FALSE,FALSE,FALSE
"2016-09-10 15",7,2,4,0,0,2,FALSE,FALSE,26.3,18.3,61,33,100.53,FALSE,FALSE,FALSE,FALSE
"2016-09-10 16",8,0,7,0,0,2,FALSE,FALSE,24.8,19.5,72,28,100.51,FALSE,FALSE,FALSE,FALSE
"2016-09-10 17",4,1,2,0,0,1,FALSE,FALSE,25.6,19.1,67,36,100.37,FALSE,FALSE,FALSE,FALSE
"2016-09-10 18",3,1,3,0,1,0,FALSE,FALSE,24.7,19,70,31,100.32,FALSE,FALSE,FALSE,FALSE
"2016-09-10 20",1,0,1,0,0,0,FALSE,FALSE,24.8,19.9,74,25,100.19,FALSE,FALSE,FALSE,FALSE
"2016-09-10 9",7,0,3,0,0,0,FALSE,FALSE,23.1,16.5,66,11,101.15,TRUE,FALSE,FALSE,FALSE
"2016-09-11 10",15,1,13,0,0,2,FALSE,FALSE,16.3,7.6,56,40,100.83,FALSE,FALSE,FALSE,FALSE
"2016-09-11 11",11,2,10,0,3,5,FALSE,FALSE,16.2,7.2,55,20,100.98,FALSE,FALSE,FALSE,FALSE
"2016-09-11 12",13,1,9,1,2,1,FALSE,FALSE,16.6,7.4,54,27,101.06,FALSE,FALSE,FALSE,FALSE
"2016-09-11 13",7,3,7,1,0,5,FALSE,FALSE,17.9,8.6,54,25,101.13,FALSE,FALSE,FALSE,FALSE
"2016-09-11 14",12,5,13,0,2,2,FALSE,FALSE,17.6,7.2,50,29,101.17,FALSE,FALSE,FALSE,FALSE
"2016-09-11 15",10,4,8,1,3,1,FALSE,FALSE,18.1,7,48,25,101.24,FALSE,FALSE,FALSE,FALSE
"2016-09-11 16",7,3,6,0,3,0,FALSE,FALSE,18.8,7.7,48,22,101.29,TRUE,FALSE,FALSE,FALSE
"2016-09-11 17",7,3,7,0,2,2,FALSE,FALSE,18.1,7.6,50,23,101.37,TRUE,FALSE,FALSE,FALSE
"2016-09-11 18",2,0,2,1,1,1,FALSE,FALSE,17.1,7.5,53,12,101.45,TRUE,FALSE,FALSE,FALSE
"2016-09-11 19",3,0,0,0,0,0,FALSE,FALSE,15.8,7.9,59,7,101.51,TRUE,FALSE,FALSE,FALSE
"2016-09-11 20",1,0,1,1,0,0,FALSE,FALSE,16.1,7.4,56,9,101.55,TRUE,FALSE,FALSE,FALSE
"2016-09-11 9",4,0,2,0,0,2,FALSE,FALSE,17.6,10.6,63,32,100.58,FALSE,FALSE,FALSE,FALSE
"2016-09-12 10",6,1,5,0,0,2,FALSE,FALSE,19.6,12,61,25,101.83,TRUE,FALSE,FALSE,FALSE
"2016-09-12 11",7,3,7,1,1,1,FALSE,FALSE,20.3,13.8,66,24,101.8,TRUE,FALSE,FALSE,FALSE
"2016-09-12 12",8,2,4,1,0,2,FALSE,FALSE,21.2,12.5,57,30,101.75,TRUE,FALSE,FALSE,FALSE
"2016-09-12 13",8,4,10,1,1,2,FALSE,FALSE,21.8,12.2,54,27,101.71,TRUE,FALSE,FALSE,FALSE
"2016-09-12 14",7,1,4,1,2,0,FALSE,FALSE,22.5,11.4,49,25,101.68,TRUE,FALSE,FALSE,FALSE
"2016-09-12 15",5,0,3,1,0,1,FALSE,FALSE,22.8,10.7,46,24,101.64,TRUE,FALSE,FALSE,FALSE
"2016-09-12 16",5,1,5,2,0,0,FALSE,FALSE,22.8,10.4,45,18,101.58,TRUE,FALSE,FALSE,FALSE
"2016-09-12 17",8,3,4,1,0,0,FALSE,FALSE,22,9.7,45,22,101.57,TRUE,FALSE,FALSE,FALSE
"2016-09-12 18",6,1,6,2,0,0,FALSE,FALSE,20.7,9.7,49,19,101.53,TRUE,FALSE,FALSE,FALSE
"2016-09-12 19",4,3,3,0,1,0,FALSE,FALSE,19.2,11.1,59,15,101.56,TRUE,FALSE,FALSE,FALSE
"2016-09-12 20",2,0,1,0,0,0,FALSE,FALSE,19.8,11.7,59,17,101.57,TRUE,FALSE,FALSE,FALSE
"2016-09-12 7",8,0,5,0,0,0,FALSE,FALSE,14.2,9.1,71,8,101.84,TRUE,FALSE,FALSE,FALSE
"2016-09-12 8",4,0,4,1,0,1,FALSE,FALSE,15.7,10.1,69,24,101.88,TRUE,FALSE,FALSE,FALSE
"2016-09-12 9",7,0,8,0,0,2,FALSE,FALSE,17.7,10.4,62,18,101.87,TRUE,FALSE,FALSE,FALSE
"2016-09-13 10",10,2,9,2,0,0,FALSE,FALSE,20.3,13.6,65,13,101.34,TRUE,FALSE,FALSE,FALSE
"2016-09-13 11",9,1,5,0,0,1,FALSE,FALSE,22.5,14.5,60,16,101.3,TRUE,FALSE,FALSE,FALSE
"2016-09-13 12",8,2,6,4,1,6,FALSE,FALSE,24.4,14.7,54,14,101.21,TRUE,FALSE,FALSE,FALSE
"2016-09-13 13",8,6,8,0,1,0,FALSE,FALSE,25.9,12.9,44,28,101.14,FALSE,FALSE,FALSE,FALSE
"2016-09-13 14",9,3,5,2,1,0,FALSE,FALSE,26.4,12.3,41,27,101.13,FALSE,FALSE,FALSE,FALSE
"2016-09-13 15",5,2,6,0,1,1,FALSE,FALSE,26.4,13,43,25,101.07,FALSE,FALSE,FALSE,FALSE
"2016-09-13 16",2,4,2,1,1,0,FALSE,FALSE,26.2,14.2,47,19,101.02,TRUE,FALSE,FALSE,FALSE
"2016-09-13 17",1,1,2,0,1,2,FALSE,FALSE,24.9,13.6,49,17,100.99,TRUE,FALSE,FALSE,FALSE
"2016-09-13 18",11,3,9,1,1,0,FALSE,FALSE,23.8,13.5,52,17,100.99,TRUE,FALSE,FALSE,FALSE
"2016-09-13 19",2,1,2,0,1,0,FALSE,FALSE,23.3,13.3,53,19,100.99,FALSE,FALSE,FALSE,FALSE
"2016-09-13 20",0,0,0,0,1,0,FALSE,FALSE,22.2,14.2,60,18,101,FALSE,FALSE,FALSE,FALSE
"2016-09-13 7",2,0,2,0,0,2,FALSE,FALSE,16.4,12.6,78,9,101.5,TRUE,FALSE,FALSE,FALSE
"2016-09-13 8",10,0,8,0,0,1,FALSE,FALSE,18.3,12.2,67,11,101.5,TRUE,FALSE,FALSE,FALSE
"2016-09-13 9",10,3,7,1,1,5,FALSE,FALSE,19.4,12.7,65,15,101.42,TRUE,FALSE,FALSE,FALSE
"2016-09-14 10",8,0,7,1,0,3,FALSE,FALSE,18.1,12,67,28,101.17,FALSE,FALSE,TRUE,FALSE
"2016-09-14 11",6,0,4,0,0,1,FALSE,FALSE,18.7,11.1,61,13,101.26,FALSE,FALSE,TRUE,FALSE
"2016-09-14 12",17,2,14,1,2,3,FALSE,FALSE,18.5,10.4,59,16,101.36,FALSE,FALSE,TRUE,FALSE
"2016-09-14 13",9,1,5,2,1,1,FALSE,FALSE,19.2,9.2,52,24,101.44,FALSE,FALSE,FALSE,FALSE
"2016-09-14 14",4,0,2,0,0,3,FALSE,FALSE,18.9,8.4,50,26,101.47,FALSE,FALSE,FALSE,FALSE
"2016-09-14 15",3,2,3,0,1,0,FALSE,FALSE,18.7,8.5,51,24,101.51,FALSE,FALSE,FALSE,FALSE
"2016-09-14 16",6,1,6,1,1,0,FALSE,FALSE,18.4,7.6,49,18,101.55,FALSE,FALSE,FALSE,FALSE
"2016-09-14 17",5,1,2,0,1,0,FALSE,FALSE,17.9,7.4,50,15,101.63,FALSE,FALSE,FALSE,FALSE
"2016-09-14 18",5,1,3,0,0,1,FALSE,FALSE,17.5,7.1,50,14,101.71,FALSE,FALSE,FALSE,FALSE
"2016-09-14 19",7,3,9,0,2,1,FALSE,FALSE,16.3,6.5,52,10,101.8,TRUE,FALSE,FALSE,FALSE
"2016-09-14 20",2,1,1,0,0,0,FALSE,FALSE,15.1,7,58,14,101.87,TRUE,FALSE,FALSE,FALSE
"2016-09-14 7",2,0,1,0,0,1,FALSE,FALSE,20.2,17.6,85,27,100.85,FALSE,FALSE,FALSE,FALSE
"2016-09-14 8",11,0,9,2,0,2,FALSE,FALSE,20.5,17.4,82,20,100.92,FALSE,FALSE,FALSE,FALSE
"2016-09-14 9",8,3,6,0,0,2,FALSE,FALSE,19.9,14.6,71,26,101.03,FALSE,FALSE,FALSE,FALSE
"2016-09-15 10",9,1,9,1,1,0,FALSE,FALSE,13.9,5.8,58,5,102.36,TRUE,FALSE,FALSE,FALSE
"2016-09-15 11",4,1,3,0,2,0,FALSE,FALSE,15.5,6.6,55,13,102.34,TRUE,FALSE,FALSE,FALSE
"2016-09-15 12",7,0,4,2,0,4,FALSE,FALSE,15.6,5.9,52,8,102.31,TRUE,FALSE,FALSE,FALSE
"2016-09-15 13",8,4,7,2,2,3,FALSE,FALSE,16.4,5.2,47,14,102.23,TRUE,FALSE,FALSE,FALSE
"2016-09-15 14",3,2,2,0,0,0,FALSE,FALSE,16.6,5,46,14,102.16,TRUE,FALSE,FALSE,FALSE
"2016-09-15 15",2,1,3,1,2,2,FALSE,FALSE,17.1,6.4,49,15,102.1,TRUE,FALSE,FALSE,FALSE
"2016-09-15 16",3,0,1,0,0,1,FALSE,FALSE,16.9,6.2,49,9,102.07,TRUE,FALSE,FALSE,FALSE
"2016-09-15 17",0,1,1,0,0,1,FALSE,FALSE,16.6,5.9,49,8,102.08,TRUE,FALSE,FALSE,FALSE
"2016-09-15 18",2,0,3,0,2,0,FALSE,FALSE,15.6,5.6,51,8,102.07,TRUE,FALSE,FALSE,FALSE
"2016-09-15 19",2,5,5,0,1,0,FALSE,FALSE,15.4,6,53,8,102.09,TRUE,FALSE,FALSE,FALSE
"2016-09-15 20",0,1,3,0,3,0,FALSE,FALSE,13.9,6.3,60,7,102.12,TRUE,FALSE,FALSE,FALSE
"2016-09-15 7",7,0,7,0,0,1,FALSE,FALSE,9.6,5.4,75,8,102.31,TRUE,FALSE,FALSE,FALSE
"2016-09-15 8",9,1,10,0,1,0,FALSE,FALSE,11.1,5.5,68,4,102.35,TRUE,FALSE,FALSE,FALSE
"2016-09-15 9",7,0,6,0,0,6,FALSE,FALSE,12.9,5.4,60,4,102.37,TRUE,FALSE,FALSE,FALSE
"2016-09-16 10",10,0,9,0,0,3,FALSE,FALSE,17.1,9.8,62,11,102.18,FALSE,FALSE,FALSE,FALSE
"2016-09-16 11",7,2,9,0,1,0,FALSE,FALSE,18,7.5,50,14,102.16,FALSE,FALSE,FALSE,FALSE
"2016-09-16 12",10,3,9,1,3,2,FALSE,FALSE,18.6,8.4,51,9,102.08,FALSE,FALSE,FALSE,FALSE
"2016-09-16 13",9,3,5,2,2,3,FALSE,FALSE,19.2,7.7,47,9,102.02,FALSE,FALSE,FALSE,FALSE
"2016-09-16 14",4,5,5,0,3,2,FALSE,FALSE,19.8,8.9,49,8,101.92,FALSE,FALSE,FALSE,FALSE
"2016-09-16 15",4,3,5,2,3,1,FALSE,FALSE,20.4,8.9,47,12,101.85,FALSE,FALSE,FALSE,FALSE
"2016-09-16 16",6,4,2,0,2,2,FALSE,FALSE,20.3,6.4,40,2,101.81,FALSE,FALSE,FALSE,FALSE
"2016-09-16 17",3,1,3,0,0,2,FALSE,FALSE,19.9,7.8,45,5,101.78,FALSE,FALSE,FALSE,FALSE
"2016-09-16 18",4,4,4,2,3,1,FALSE,FALSE,19.4,7.3,45,9,101.75,FALSE,FALSE,FALSE,FALSE
"2016-09-16 19",2,1,0,0,0,0,FALSE,FALSE,18.5,9.9,57,7,101.73,TRUE,FALSE,FALSE,FALSE
"2016-09-16 20",3,2,2,0,1,0,FALSE,FALSE,18.1,9.6,57,7,101.75,TRUE,FALSE,FALSE,FALSE
"2016-09-16 6",1,0,1,0,0,0,FALSE,FALSE,8.8,7.4,91,4,102.16,TRUE,FALSE,FALSE,FALSE
