"Time","Content.Espresso","Content.Tea","Content.Milk","Trait.Cold","Trait.HighInSugar","Trait.HighInCaffeine","Control.Exams","Control.LowerSales","Temperature","DewPoint","Humidity","WindSpeed","Pressure","Clear","Fog","Rain","Snow"
"2017-08-18 14",6,5,5,0,2,2,FALSE,TRUE,22,19.5,86,18,100.21,FALSE,TRUE,FALSE,FALSE
"2017-08-18 15",2,5,3,4,1,1,FALSE,TRUE,21.6,18.9,85,21,100.17,FALSE,TRUE,FALSE,FALSE
"2017-08-18 16",4,4,5,2,1,0,FALSE,TRUE,21.8,18.7,83,22,100.14,TRUE,FALSE,FALSE,FALSE
"2017-08-18 17",5,2,5,2,1,0,FALSE,TRUE,20.7,18.2,86,24,100.13,TRUE,FALSE,FALSE,FALSE
"2017-08-18 7",9,0,8,0,2,1,FALSE,TRUE,16.6,15.6,94,19,100.45,FALSE,TRUE,TRUE,FALSE
"2017-08-18 8",11,2,8,3,2,3,FALSE,TRUE,16.8,16,95,19,100.38,FALSE,TRUE,TRUE,FALSE
"2017-08-18 9",10,0,9,1,0,3,FALSE,TRUE,17.2,16.5,96,11,100.36,FALSE,TRUE,TRUE,FALSE
"2017-08-19 10",17,4,14,2,1,5,FALSE,TRUE,23.4,19.6,79,22,100.31,FALSE,FALSE,FALSE,FALSE
"2017-08-19 11",10,0,5,1,1,1,FALSE,TRUE,25.3,20,72,26,100.29,FALSE,FALSE,FALSE,FALSE
"2017-08-19 12",11,1,10,3,0,4,FALSE,TRUE,25,18.4,66,24,100.27,FALSE,FALSE,FALSE,FALSE
"2017-08-19 13",12,0,8,4,0,0,FALSE,TRUE,26.2,18.9,64,28,100.24,TRUE,FALSE,FALSE,FALSE
"2017-08-19 14",7,1,7,5,2,2,FALSE,TRUE,25.1,17.6,63,24,100.26,TRUE,FALSE,FALSE,FALSE
"2017-08-19 15",4,5,6,3,0,1,FALSE,TRUE,24.6,17.4,64,27,100.26,TRUE,FALSE,FALSE,FALSE
"2017-08-19 16",7,2,7,3,1,1,FALSE,TRUE,24.6,17.2,63,29,100.25,FALSE,FALSE,FALSE,FALSE
"2017-08-19 17",5,0,6,1,1,1,FALSE,TRUE,24.6,16.4,60,27,100.24,FALSE,FALSE,FALSE,FALSE
"2017-08-19 8",9,1,4,0,0,2,FALSE,TRUE,22,19.8,87,25,100.28,FALSE,FALSE,FALSE,FALSE
"2017-08-19 9",14,3,11,1,1,5,FALSE,TRUE,22.7,19.8,83,24,100.3,FALSE,FALSE,FALSE,FALSE
"2017-08-20 10",10,2,7,1,1,0,FALSE,TRUE,22.1,14.9,63,28,101.07,TRUE,FALSE,FALSE,FALSE
"2017-08-20 11",18,4,15,2,3,1,FALSE,TRUE,23.5,14.9,58,22,101.09,TRUE,FALSE,FALSE,FALSE
"2017-08-20 12",5,2,3,3,0,4,FALSE,TRUE,24.6,14.4,53,22,101.1,TRUE,FALSE,FALSE,FALSE
"2017-08-20 13",4,2,6,2,2,0,FALSE,TRUE,24.7,15.1,55,25,101.1,FALSE,FALSE,FALSE,FALSE
"2017-08-20 14",15,1,11,6,1,2,FALSE,TRUE,25,16.4,58,27,101.08,FALSE,FALSE,FALSE,FALSE
"2017-08-20 15",8,3,8,5,2,4,FALSE,TRUE,25.8,16.5,56,27,101.05,FALSE,FALSE,FALSE,FALSE
"2017-08-20 16",0,1,3,1,1,1,FALSE,TRUE,25.7,16,54,33,101.05,FALSE,FALSE,FALSE,FALSE
"2017-08-20 17",5,0,1,1,0,1,FALSE,TRUE,25.2,17,60,25,101.08,FALSE,FALSE,FALSE,FALSE
"2017-08-20 8",4,0,3,0,0,1,FALSE,TRUE,19.4,15.1,76,21,101.06,TRUE,FALSE,FALSE,FALSE
"2017-08-20 9",15,2,11,1,0,2,FALSE,TRUE,20.7,15.1,70,19,101.06,TRUE,FALSE,FALSE,FALSE
"2017-08-21 10",13,1,11,1,0,3,FALSE,TRUE,24.6,19.5,73,19,101.37,FALSE,FALSE,FALSE,FALSE
"2017-08-21 11",6,3,9,3,2,2,FALSE,TRUE,25.7,18.9,66,21,101.35,FALSE,FALSE,FALSE,FALSE
"2017-08-21 15",0,0,0,1,0,1,FALSE,TRUE,27.9,18.1,55,22,101.12,TRUE,FALSE,FALSE,FALSE
"2017-08-21 16",1,5,2,4,0,1,FALSE,TRUE,27.9,18,54,24,101.06,TRUE,FALSE,FALSE,FALSE
"2017-08-21 17",2,0,1,2,0,0,FALSE,TRUE,27.5,18.2,56,21,101.05,TRUE,FALSE,FALSE,FALSE
"2017-08-21 18",2,2,3,1,2,1,FALSE,TRUE,26.6,18.6,61,17,101.06,TRUE,FALSE,FALSE,FALSE
"2017-08-21 6",0,0,1,0,0,0,FALSE,TRUE,19.4,17.6,90,15,101.42,TRUE,FALSE,FALSE,FALSE
"2017-08-21 7",7,0,5,1,0,1,FALSE,TRUE,20.7,18.4,87,13,101.41,FALSE,FALSE,FALSE,FALSE
"2017-08-21 8",5,1,5,0,1,0,FALSE,TRUE,22.2,18.8,80,15,101.41,FALSE,FALSE,FALSE,FALSE
"2017-08-21 9",12,4,6,3,1,4,FALSE,TRUE,23.4,18.8,75,21,101.38,FALSE,FALSE,FALSE,FALSE
"2017-08-22 10",8,2,7,2,1,6,FALSE,TRUE,23.8,19.2,75,27,100.34,FALSE,FALSE,FALSE,FALSE
"2017-08-22 11",8,0,7,1,0,2,FALSE,TRUE,23.9,19.2,74,23,100.25,FALSE,FALSE,TRUE,FALSE
"2017-08-22 12",14,1,7,1,0,5,FALSE,TRUE,22.8,21.1,90,12,100.13,FALSE,FALSE,TRUE,FALSE
"2017-08-22 13",15,1,13,5,1,6,FALSE,TRUE,26.6,22,76,19,99.92,FALSE,FALSE,FALSE,FALSE
"2017-08-22 14",7,3,6,3,0,2,FALSE,TRUE,24.3,20.2,77,57,100.02,FALSE,FALSE,TRUE,FALSE
"2017-08-22 15",5,1,3,2,0,2,FALSE,TRUE,23.2,21.3,89,29,99.8,FALSE,FALSE,TRUE,FALSE
"2017-08-22 16",8,5,10,3,4,0,FALSE,TRUE,23.2,21.2,88,27,99.68,FALSE,FALSE,TRUE,FALSE
"2017-08-22 17",3,5,4,5,0,1,FALSE,TRUE,23.5,20.8,85,26,99.56,FALSE,FALSE,TRUE,FALSE
"2017-08-22 18",0,1,0,1,0,0,FALSE,TRUE,21.9,19.8,88,48,99.59,FALSE,FALSE,TRUE,FALSE
"2017-08-22 7",3,0,2,1,0,1,FALSE,TRUE,22,18.9,82,14,100.76,FALSE,FALSE,FALSE,FALSE
"2017-08-22 8",17,2,12,1,0,1,FALSE,TRUE,23.6,19.6,78,18,100.55,FALSE,FALSE,FALSE,FALSE
"2017-08-22 9",11,1,10,1,1,6,FALSE,TRUE,24,20.1,79,18,100.49,FALSE,FALSE,FALSE,FALSE
"2017-08-23 10",9,1,7,0,1,0,FALSE,TRUE,19.7,12.2,61,29,100.22,FALSE,FALSE,FALSE,FALSE
"2017-08-23 11",10,1,4,2,0,3,FALSE,TRUE,19.8,11.9,60,26,100.24,FALSE,FALSE,FALSE,FALSE
"2017-08-23 12",5,2,5,2,2,1,FALSE,TRUE,21.4,12,55,33,100.22,FALSE,FALSE,FALSE,FALSE
"2017-08-23 13",11,2,10,3,3,3,FALSE,TRUE,21.3,10.9,51,34,100.26,FALSE,FALSE,FALSE,FALSE
"2017-08-23 14",9,1,7,3,1,1,FALSE,TRUE,21.9,12.2,54,31,100.27,FALSE,FALSE,FALSE,FALSE
"2017-08-23 15",4,4,4,1,3,1,FALSE,TRUE,22.4,13.3,56,19,100.26,FALSE,FALSE,FALSE,FALSE
"2017-08-23 16",1,3,3,1,4,2,FALSE,TRUE,22.3,12.4,53,28,100.26,FALSE,FALSE,FALSE,FALSE
"2017-08-23 17",2,2,3,0,2,1,FALSE,TRUE,21.3,12.2,56,18,100.27,FALSE,FALSE,FALSE,FALSE
"2017-08-23 18",4,1,3,2,0,0,FALSE,TRUE,20.4,13.7,65,26,100.32,FALSE,FALSE,FALSE,FALSE
"2017-08-23 6",1,0,0,0,0,0,FALSE,TRUE,17,14.5,85,27,100.03,FALSE,FALSE,FALSE,FALSE
"2017-08-23 7",2,1,3,0,1,1,FALSE,TRUE,17.4,14,80,31,100.08,TRUE,FALSE,FALSE,FALSE
"2017-08-23 8",14,1,13,0,2,0,FALSE,TRUE,17.9,13.4,75,32,100.12,TRUE,FALSE,FALSE,FALSE
"2017-08-23 9",11,2,7,0,1,4,FALSE,TRUE,18.8,12.6,67,36,100.19,TRUE,FALSE,FALSE,FALSE
"2017-08-24 10",8,4,9,0,1,4,FALSE,TRUE,19.1,11.5,61,19,100.91,FALSE,FALSE,FALSE,FALSE
"2017-08-24 11",17,3,10,3,0,0,FALSE,TRUE,18.4,11.6,64,23,100.91,FALSE,FALSE,FALSE,FALSE
"2017-08-24 12",12,2,8,2,0,3,FALSE,TRUE,20.4,11.4,56,21,100.88,FALSE,FALSE,FALSE,FALSE
"2017-08-24 13",13,4,5,5,2,3,FALSE,TRUE,20.1,9.5,50,22,100.92,TRUE,FALSE,FALSE,FALSE
"2017-08-24 14",7,2,6,0,1,1,FALSE,TRUE,19.9,8.9,49,9,100.95,TRUE,FALSE,FALSE,FALSE
"2017-08-24 15",14,4,11,2,2,2,FALSE,TRUE,21,9.3,47,18,100.97,TRUE,FALSE,FALSE,FALSE
"2017-08-24 16",2,1,2,1,1,1,FALSE,TRUE,20.4,9.2,48,18,100.99,TRUE,FALSE,FALSE,FALSE
"2017-08-24 17",3,3,2,1,0,1,FALSE,TRUE,20.3,8.4,46,19,101.03,TRUE,FALSE,FALSE,FALSE
"2017-08-24 18",1,0,2,1,0,0,FALSE,TRUE,18.2,9.7,57,19,101.09,TRUE,FALSE,FALSE,FALSE
"2017-08-24 7",11,0,8,0,1,2,FALSE,TRUE,16,12.3,78,14,100.77,TRUE,FALSE,FALSE,FALSE
"2017-08-24 8",12,2,10,1,1,2,FALSE,TRUE,16.8,11.7,72,15,100.83,TRUE,FALSE,FALSE,FALSE
"2017-08-24 9",24,1,16,2,1,3,FALSE,TRUE,17.2,11.5,69,16,100.88,TRUE,FALSE,FALSE,FALSE
"2017-08-25 10",12,2,6,0,0,3,FALSE,TRUE,18.3,9,54,16,101.58,FALSE,FALSE,FALSE,FALSE
"2017-08-25 11",4,2,3,1,0,1,FALSE,TRUE,19.5,9.6,52,19,101.55,FALSE,FALSE,FALSE,FALSE
"2017-08-25 12",22,1,13,2,1,3,FALSE,TRUE,20.6,7.8,43,17,101.53,FALSE,FALSE,FALSE,FALSE
"2017-08-25 13",9,3,10,6,3,4,FALSE,TRUE,20.3,7.8,44,10,101.53,TRUE,FALSE,FALSE,FALSE
"2017-08-25 14",10,1,8,2,0,4,FALSE,TRUE,20.8,7.9,43,14,101.5,TRUE,FALSE,FALSE,FALSE
"2017-08-25 15",4,1,2,1,1,1,FALSE,TRUE,20.9,9.2,47,14,101.5,TRUE,FALSE,FALSE,FALSE
"2017-08-25 16",2,0,2,0,0,0,FALSE,TRUE,20.6,8.2,44,27,101.52,TRUE,FALSE,FALSE,FALSE
"2017-08-25 17",3,0,3,0,0,0,FALSE,TRUE,20,8.9,48,18,101.57,TRUE,FALSE,FALSE,FALSE
"2017-08-25 18",2,0,1,0,0,0,FALSE,TRUE,19.2,8.4,49,17,101.61,TRUE,FALSE,FALSE,FALSE
"2017-08-25 7",10,0,8,0,0,3,FALSE,TRUE,13.9,9.9,76,9,101.56,TRUE,FALSE,FALSE,FALSE
"2017-08-25 8",16,3,12,0,2,3,FALSE,TRUE,15.1,9.6,69,10,101.59,TRUE,FALSE,FALSE,FALSE
"2017-08-25 9",12,1,7,0,0,1,FALSE,TRUE,16.8,10,64,8,101.6,TRUE,FALSE,FALSE,FALSE
"2017-08-26 10",18,3,13,0,1,2,FALSE,TRUE,18.4,8,50,4,102.1,TRUE,FALSE,FALSE,FALSE
"2017-08-26 11",15,3,14,4,0,0,FALSE,TRUE,19.6,6.3,42,10,102.09,TRUE,FALSE,FALSE,FALSE
"2017-08-26 12",11,2,8,1,3,2,FALSE,TRUE,20.1,8.4,46,13,102.07,TRUE,FALSE,FALSE,FALSE
"2017-08-26 13",6,1,4,0,0,2,FALSE,TRUE,19.5,8.1,47,5,102.06,FALSE,FALSE,FALSE,FALSE
"2017-08-26 14",13,5,14,1,6,1,FALSE,TRUE,19.9,8,46,10,102.02,FALSE,FALSE,FALSE,FALSE
"2017-08-26 15",10,3,10,0,1,0,FALSE,TRUE,20.9,8.9,46,8,101.99,FALSE,FALSE,FALSE,FALSE
"2017-08-26 16",2,0,2,1,0,2,FALSE,TRUE,19.8,8.2,47,7,102,FALSE,FALSE,FALSE,FALSE
"2017-08-26 17",2,0,2,0,0,0,FALSE,TRUE,20.2,8.1,45,5,102.02,FALSE,FALSE,FALSE,FALSE
"2017-08-26 8",6,1,5,2,1,3,FALSE,TRUE,15.1,8,62,7,102.08,TRUE,FALSE,FALSE,FALSE
"2017-08-26 9",14,3,14,1,3,2,FALSE,TRUE,17,8,55,5,102.11,TRUE,FALSE,FALSE,FALSE
"2017-08-27 10",13,5,12,3,5,1,FALSE,TRUE,19.7,9.9,53,4,102.31,TRUE,FALSE,FALSE,FALSE
"2017-08-27 11",11,3,10,3,2,5,FALSE,TRUE,20.6,10.5,52,9,102.3,TRUE,FALSE,FALSE,FALSE
"2017-08-27 12",14,1,11,1,0,2,FALSE,TRUE,20.4,10.1,51,9,102.26,TRUE,FALSE,FALSE,FALSE
"2017-08-27 13",7,4,7,3,2,0,FALSE,TRUE,20.6,7.4,42,9,102.23,TRUE,FALSE,FALSE,FALSE
"2017-08-27 14",15,9,13,3,5,2,FALSE,TRUE,22.4,9,42,11,102.17,TRUE,FALSE,FALSE,FALSE
"2017-08-27 15",13,4,12,6,2,5,FALSE,TRUE,22.7,8.8,41,16,102.14,TRUE,FALSE,FALSE,FALSE
"2017-08-27 16",4,3,2,3,1,1,FALSE,TRUE,21.4,8.6,43,4,102.13,TRUE,FALSE,FALSE,FALSE
"2017-08-27 17",2,2,2,2,0,1,FALSE,TRUE,21.2,7.6,41,1,102.11,TRUE,FALSE,FALSE,FALSE
"2017-08-27 7",1,0,0,0,0,0,FALSE,TRUE,13.8,10,78,8,102.3,TRUE,FALSE,FALSE,FALSE
"2017-08-27 8",5,2,2,0,0,1,FALSE,TRUE,16.2,10.4,68,3,102.3,TRUE,FALSE,FALSE,FALSE
"2017-08-27 9",14,1,13,1,1,2,FALSE,TRUE,18.1,10,59,4,102.33,TRUE,FALSE,FALSE,FALSE
"2017-08-28 10",13,6,11,5,1,3,FALSE,TRUE,20.8,10.2,50,6,102.34,TRUE,FALSE,FALSE,FALSE
"2017-08-28 11",14,1,13,1,1,0,FALSE,TRUE,22.2,10.6,47,9,102.31,TRUE,FALSE,FALSE,FALSE
"2017-08-28 12",9,2,7,5,0,4,FALSE,TRUE,23.2,9.7,42,14,102.26,TRUE,FALSE,FALSE,FALSE
"2017-08-28 13",16,4,11,2,1,2,FALSE,TRUE,23.4,9.6,41,11,102.21,TRUE,FALSE,FALSE,FALSE
"2017-08-28 14",8,2,6,1,0,0,FALSE,TRUE,23.7,9.8,41,15,102.14,TRUE,FALSE,FALSE,FALSE
"2017-08-28 15",5,4,3,3,2,1,FALSE,TRUE,23.8,9.6,40,15,102.1,TRUE,FALSE,FALSE,FALSE
"2017-08-28 16",6,2,6,2,1,0,FALSE,TRUE,23.6,9.3,40,19,102.08,TRUE,FALSE,FALSE,FALSE
"2017-08-28 17",3,2,3,2,1,0,FALSE,TRUE,23,9.2,41,14,102.07,TRUE,FALSE,FALSE,FALSE
"2017-08-28 18",3,0,2,0,1,2,FALSE,TRUE,21.7,9.6,45,13,102.06,TRUE,FALSE,FALSE,FALSE
"2017-08-28 7",7,1,6,0,1,1,FALSE,TRUE,14.2,11.2,82,13,102.33,TRUE,FALSE,FALSE,FALSE
"2017-08-28 8",13,3,14,1,3,3,FALSE,TRUE,16.9,11.3,69,10,102.35,TRUE,FALSE,FALSE,FALSE
"2017-08-28 9",9,3,9,1,1,6,FALSE,TRUE,19.3,11,58,7,102.36,TRUE,FALSE,FALSE,FALSE
"2017-08-29 10",14,4,10,2,0,1,FALSE,TRUE,22,12.9,56,4,102.03,FALSE,FALSE,FALSE,FALSE
"2017-08-29 11",4,0,3,0,0,0,FALSE,TRUE,23.4,12.2,49,8,101.96,FALSE,FALSE,FALSE,FALSE
"2017-08-29 12",8,5,8,3,2,2,FALSE,TRUE,23.8,11.9,47,10,101.87,FALSE,FALSE,FALSE,FALSE
"2017-08-29 13",8,5,6,8,1,4,FALSE,TRUE,23.2,9.8,42,12,101.83,FALSE,FALSE,FALSE,FALSE
"2017-08-29 14",12,6,10,1,2,0,FALSE,TRUE,22.7,8.9,41,14,101.78,FALSE,FALSE,FALSE,FALSE
"2017-08-29 15",3,0,5,4,4,2,FALSE,TRUE,22.9,8.3,39,14,101.72,FALSE,FALSE,FALSE,FALSE
"2017-08-29 16",8,5,8,4,0,1,FALSE,TRUE,22.7,8.9,41,20,101.67,FALSE,FALSE,FALSE,FALSE
"2017-08-29 17",6,0,3,1,2,2,FALSE,TRUE,21.5,10.1,48,17,101.64,FALSE,FALSE,FALSE,FALSE
"2017-08-29 18",1,0,1,0,0,0,FALSE,TRUE,20.9,10.1,50,18,101.59,FALSE,FALSE,FALSE,FALSE
"2017-08-29 7",4,0,3,0,0,1,FALSE,TRUE,17.8,13.4,75,3,102.11,FALSE,FALSE,FALSE,FALSE
"2017-08-29 8",20,2,16,2,1,1,FALSE,TRUE,19,13.4,70,4,102.09,FALSE,FALSE,FALSE,FALSE
"2017-08-29 9",20,3,15,1,2,5,FALSE,TRUE,20.9,13.5,62,3,102.07,FALSE,FALSE,FALSE,FALSE
"2017-08-30 10",11,0,12,2,0,3,FALSE,TRUE,19,11.9,63,2,101.11,TRUE,FALSE,FALSE,FALSE
"2017-08-30 11",14,4,9,8,1,1,FALSE,TRUE,19.7,11.9,60,12,101.11,TRUE,FALSE,FALSE,FALSE
"2017-08-30 12",8,4,6,2,1,0,FALSE,TRUE,21.4,11.2,52,13,101.02,TRUE,FALSE,FALSE,FALSE
"2017-08-30 13",6,2,4,3,2,2,FALSE,TRUE,22.1,11.7,51,14,100.97,TRUE,FALSE,FALSE,FALSE
"2017-08-30 14",11,4,10,4,2,2,FALSE,TRUE,22.4,9.6,44,9,100.89,TRUE,FALSE,FALSE,FALSE
"2017-08-30 15",10,1,5,4,0,3,FALSE,TRUE,23,11.3,47,14,100.84,TRUE,FALSE,FALSE,FALSE
"2017-08-30 16",11,4,11,1,3,1,FALSE,TRUE,22.8,12.2,51,21,100.8,TRUE,FALSE,FALSE,FALSE
"2017-08-30 17",5,2,4,3,1,1,FALSE,TRUE,22.5,12.1,51,16,100.76,TRUE,FALSE,FALSE,FALSE
"2017-08-30 7",5,1,3,0,1,1,FALSE,TRUE,15.2,11.3,77,4,101.21,TRUE,FALSE,FALSE,FALSE
"2017-08-30 8",20,1,19,1,3,4,FALSE,TRUE,17,11.8,71,2,101.17,TRUE,FALSE,FALSE,FALSE
"2017-08-30 9",19,1,11,1,1,5,FALSE,TRUE,18.2,12.5,69,8,101.16,TRUE,FALSE,FALSE,FALSE
"2017-08-31 10",14,2,12,1,1,1,FALSE,TRUE,17.9,10.9,63,21,100.93,FALSE,FALSE,FALSE,FALSE
"2017-08-31 11",12,0,8,0,0,2,FALSE,TRUE,17.8,10.5,62,25,100.92,FALSE,FALSE,FALSE,FALSE
"2017-08-31 12",7,3,4,2,1,3,FALSE,TRUE,18.2,9.1,55,20,100.95,FALSE,FALSE,FALSE,FALSE
"2017-08-31 13",7,4,7,2,2,4,FALSE,TRUE,18,8.1,52,28,100.97,FALSE,FALSE,FALSE,FALSE
"2017-08-31 14",6,5,7,3,2,3,FALSE,TRUE,16.8,6.8,52,30,101,FALSE,FALSE,FALSE,FALSE
"2017-08-31 15",9,3,9,2,1,1,FALSE,TRUE,16.1,5.8,50,24,101.03,FALSE,FALSE,FALSE,FALSE
"2017-08-31 16",4,0,4,1,0,2,FALSE,TRUE,16,5.7,50,24,101.05,FALSE,FALSE,FALSE,FALSE
"2017-08-31 17",2,2,2,0,0,0,FALSE,TRUE,15.4,4.3,47,20,101.09,FALSE,FALSE,FALSE,FALSE
"2017-08-31 18",0,2,1,1,1,0,FALSE,TRUE,14.4,3.4,47,28,101.12,FALSE,FALSE,FALSE,FALSE
"2017-08-31 7",6,0,5,0,0,0,FALSE,TRUE,15.4,12.5,83,14,100.79,FALSE,FALSE,FALSE,FALSE
"2017-08-31 8",10,1,7,0,1,1,FALSE,TRUE,16,10.4,69,23,100.87,FALSE,FALSE,FALSE,FALSE
"2017-08-31 9",19,4,16,0,1,3,FALSE,TRUE,17.2,10.4,64,14,100.92,FALSE,FALSE,FALSE,FALSE
"2017-09-01 10",18,3,17,2,2,1,FALSE,FALSE,12.5,3.3,53,30,101.51,FALSE,FALSE,FALSE,FALSE
"2017-09-01 11",7,4,9,0,4,2,FALSE,FALSE,13.9,2.6,46,20,101.49,FALSE,FALSE,FALSE,FALSE
"2017-09-01 12",13,3,9,0,2,0,FALSE,FALSE,15.2,2.9,43,24,101.44,FALSE,FALSE,FALSE,FALSE
"2017-09-01 13",12,5,13,3,2,2,FALSE,FALSE,15.9,2.5,40,26,101.43,FALSE,FALSE,FALSE,FALSE
"2017-09-01 14",5,4,3,1,4,2,FALSE,FALSE,15.8,2.1,39,26,101.44,FALSE,FALSE,FALSE,FALSE
"2017-09-01 15",12,2,10,0,3,0,FALSE,FALSE,17.1,2.4,37,29,101.45,FALSE,FALSE,FALSE,FALSE
"2017-09-01 16",7,2,6,2,2,0,FALSE,FALSE,17.2,2.4,37,25,101.46,FALSE,FALSE,FALSE,FALSE
"2017-09-01 17",6,2,8,3,3,0,FALSE,FALSE,16.7,3.1,40,13,101.49,FALSE,FALSE,FALSE,FALSE
"2017-09-01 18",1,0,1,1,0,1,FALSE,FALSE,15.7,3.1,43,18,101.52,FALSE,FALSE,FALSE,FALSE
"2017-09-01 7",12,0,10,0,0,1,FALSE,FALSE,9,4.2,72,25,101.46,TRUE,FALSE,FALSE,FALSE
"2017-09-01 8",9,2,6,1,2,2,FALSE,FALSE,10,4.5,68,23,101.5,TRUE,FALSE,FALSE,FALSE
"2017-09-01 9",19,5,19,0,3,5,FALSE,FALSE,11.8,4.2,60,29,101.51,TRUE,FALSE,FALSE,FALSE
"2017-09-02 10",16,0,11,2,1,3,FALSE,FALSE,16.6,5.9,49,5,101.95,TRUE,FALSE,FALSE,FALSE
"2017-09-02 11",22,2,15,1,1,1,FALSE,FALSE,17.7,6.6,48,10,101.92,TRUE,FALSE,FALSE,FALSE
"2017-09-02 12",4,4,5,1,1,2,FALSE,FALSE,17.9,4.9,42,5,101.87,TRUE,FALSE,FALSE,FALSE
"2017-09-02 13",14,1,8,2,0,1,FALSE,FALSE,19.1,5.2,40,14,101.82,TRUE,FALSE,FALSE,FALSE
"2017-09-02 14",14,5,11,4,4,1,FALSE,FALSE,19.4,5,39,5,101.76,TRUE,FALSE,FALSE,FALSE
"2017-09-02 15",8,3,12,4,3,1,FALSE,FALSE,19.9,5.3,38,9,101.7,TRUE,FALSE,FALSE,FALSE
"2017-09-02 16",4,1,3,3,0,1,FALSE,FALSE,20.1,6.4,40,8,101.66,TRUE,FALSE,FALSE,FALSE
"2017-09-02 8",11,0,10,1,0,1,FALSE,FALSE,12.7,7.8,72,4,101.97,TRUE,FALSE,FALSE,FALSE
"2017-09-02 9",16,2,16,4,3,2,FALSE,FALSE,14.4,6.8,60,3,101.95,TRUE,FALSE,FALSE,FALSE
"2017-09-03 10",5,1,3,0,1,2,FALSE,FALSE,12.5,11.2,92,25,101,FALSE,FALSE,TRUE,FALSE
"2017-09-03 11",11,3,11,0,1,1,FALSE,FALSE,12.6,11.6,93,15,100.91,FALSE,FALSE,TRUE,FALSE
"2017-09-03 12",9,2,7,1,2,1,FALSE,FALSE,12.7,11.5,92,25,100.8,FALSE,FALSE,TRUE,FALSE
"2017-09-03 13",11,5,11,1,5,1,FALSE,FALSE,12.8,11.5,92,23,100.73,FALSE,FALSE,TRUE,FALSE
"2017-09-03 14",6,3,7,0,3,0,FALSE,FALSE,12.7,11.7,94,20,100.65,FALSE,TRUE,TRUE,FALSE
"2017-09-03 15",4,3,5,1,3,0,FALSE,FALSE,12.9,12,94,20,100.58,FALSE,FALSE,TRUE,FALSE
"2017-09-03 16",5,1,4,0,1,2,FALSE,FALSE,12.9,12.1,95,17,100.51,FALSE,TRUE,TRUE,FALSE
"2017-09-03 17",5,3,9,0,5,0,FALSE,FALSE,13,12.3,95,22,100.47,FALSE,FALSE,TRUE,FALSE
"2017-09-03 8",7,0,5,0,0,1,FALSE,FALSE,12,10.8,92,18,101.14,FALSE,TRUE,TRUE,FALSE
"2017-09-03 9",10,1,8,0,0,0,FALSE,FALSE,12.3,11.5,95,19,101.06,FALSE,TRUE,TRUE,FALSE
"2017-09-04 10",10,2,11,1,3,2,FALSE,FALSE,18.4,14.9,80,21,100.27,FALSE,FALSE,FALSE,FALSE
"2017-09-04 11",20,4,20,1,5,1,FALSE,FALSE,19.7,16.2,80,17,100.14,FALSE,FALSE,FALSE,FALSE
"2017-09-04 12",19,11,21,5,5,3,FALSE,FALSE,21,16.5,75,17,100.01,FALSE,FALSE,FALSE,FALSE
"2017-09-04 13",9,7,11,8,2,3,FALSE,FALSE,23,16.1,65,23,99.91,FALSE,FALSE,FALSE,FALSE
"2017-09-04 14",20,5,17,3,4,5,FALSE,FALSE,23.3,15.6,62,28,99.86,FALSE,FALSE,FALSE,FALSE
"2017-09-04 15",16,2,11,3,3,4,FALSE,FALSE,23.8,14.5,55,32,99.84,FALSE,FALSE,FALSE,FALSE
"2017-09-04 16",10,5,9,5,1,3,FALSE,FALSE,23.3,13.1,52,28,99.89,FALSE,FALSE,FALSE,FALSE
"2017-09-04 17",3,1,3,1,2,2,FALSE,FALSE,21,14.5,66,24,99.91,FALSE,FALSE,TRUE,FALSE
"2017-09-04 18",2,1,3,2,0,1,FALSE,FALSE,20.9,14.8,68,22,99.82,FALSE,FALSE,TRUE,FALSE
"2017-09-04 7",1,0,1,0,0,0,FALSE,FALSE,13.6,12.5,93,14,100.39,FALSE,FALSE,FALSE,FALSE
"2017-09-04 8",8,2,5,1,0,1,FALSE,FALSE,15.1,13.3,89,19,100.35,FALSE,FALSE,FALSE,FALSE
"2017-09-04 9",17,3,11,0,1,1,FALSE,FALSE,16.5,14.5,88,18,100.33,FALSE,FALSE,FALSE,FALSE
"2017-09-05 10",14,2,11,0,1,1,FALSE,FALSE,19,15.3,79,15,100.1,FALSE,FALSE,FALSE,FALSE
"2017-09-05 11",7,4,8,0,2,2,FALSE,FALSE,19.2,14.6,74,13,100.11,FALSE,FALSE,FALSE,FALSE
"2017-09-05 12",10,1,11,2,2,0,FALSE,FALSE,18.8,13.4,71,20,100.18,FALSE,FALSE,FALSE,FALSE
"2017-09-05 13",13,1,14,0,2,2,FALSE,FALSE,18.9,13.3,69,15,100.15,FALSE,FALSE,FALSE,FALSE
"2017-09-05 14",7,5,3,2,1,1,FALSE,FALSE,19.1,13.3,69,10,100.15,FALSE,FALSE,FALSE,FALSE
"2017-09-05 15",10,3,10,2,2,0,FALSE,FALSE,18.9,13.2,69,7,100.17,FALSE,FALSE,FALSE,FALSE
"2017-09-05 16",8,2,10,0,3,0,FALSE,FALSE,18.9,13.9,72,11,100.19,FALSE,FALSE,FALSE,FALSE
"2017-09-05 17",3,0,2,0,1,0,FALSE,FALSE,18.8,14.4,75,9,100.23,FALSE,FALSE,FALSE,FALSE
